City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Lumut,MY,4.2323,100.6298,77.23,88,100,4.9,overcast clouds
346,Porto Novo,BJ,6.4965,2.6036,79.11,86,4,5.88,clear sky
347,Akyab,MM,20.15,92.9,74.35,71,5,5.95,clear sky
348,The Valley,AI,18.217,-63.0578,79.11,74,15,9.48,few clouds
349,Santiago Del Estero,AR,-27.7951,-64.2615,71.8,81,95,3.94,overcast clouds
350,San Juan,AR,-31.5375,-68.5364,79.77,45,43,20.15,scattered clouds
351,Coronel Vivida,BR,-25.9797,-52.5678,69.67,66,100,3.53,overcast clouds
352,Solec Kujawski,PL,53.0837,18.2257,43.88,70,75,3.0,broken clouds
353,Port Blair,IN,11.6667,92.75,82.2,84,91,11.77,overcast clouds
354,Galle,LK,6.0367,80.217,77.59,86,100,4.52,overcast clouds
355,Verkhniy Avzyan,RU,53.5289,57.5372,-1.17,100,100,1.43,overcast clouds
356,Waddan,LY,29.1614,16.139,66.96,48,97,6.35,overcast clouds
357,Beoumi,CI,7.6736,-5.5764,74.34,72,5,4.23,clear sky
358,Broome,US,42.2506,-75.833,28.65,76,1,1.01,clear sky
359,Carson City,US,39.1638,-119.7674,49.41,38,1,5.99,clear sky
360,Le Port,RE,-20.9373,55.2919,73.4,81,69,9.28,broken clouds
361,Sechura,PE,-5.5569,-80.8222,66.99,79,30,13.85,scattered clouds
362,Bay Roberts,CA,47.5999,-53.2648,44.33,87,100,8.99,overcast clouds
363,Ancud,CL,-41.8697,-73.8203,58.53,96,5,5.99,clear sky
364,Nantucket,US,41.2835,-70.0995,37.51,50,20,20.71,few clouds
365,Kruisfontein,ZA,-34.0033,24.7314,53.89,80,30,4.68,scattered clouds
366,Salisbury,GB,51.0693,-1.7957,46.29,87,87,4.72,overcast clouds
367,Saint Anthony,US,45.0205,-93.218,49.14,50,100,7.0,overcast clouds
368,Bredasdorp,ZA,-34.5322,20.0403,58.28,84,100,2.73,overcast clouds
369,Aloleng,PH,16.1307,119.7824,84.18,64,55,8.25,broken clouds
370,Khorixas,NA,-20.3667,14.9667,61.54,43,0,2.04,clear sky
371,Ferme-Neuve,CA,46.7001,-75.4493,24.55,63,28,4.52,scattered clouds
372,Bucerias,MX,20.75,-105.3333,75.27,78,9,1.5,clear sky
373,Osa,RU,57.2829,55.4567,15.06,94,100,9.28,overcast clouds
374,Iquitos,PE,-3.7481,-73.2472,77.04,94,40,0.0,scattered clouds
375,Arenapolis,BR,-14.4503,-56.8461,74.89,93,100,2.93,overcast clouds
376,Sovetskiy,RU,61.3614,63.5842,4.57,93,99,7.02,overcast clouds
377,Mus,TR,39.0,41.75,36.16,83,100,3.62,overcast clouds
378,Lowestoft,GB,52.4752,1.7516,44.94,85,70,5.53,broken clouds
379,Mier,MX,26.4333,-99.15,70.68,64,86,9.53,overcast clouds
380,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,48,0,10.36,clear sky
381,Berbera,SO,10.4396,45.0143,77.07,63,6,2.59,clear sky
382,Chara,RU,56.9064,118.2631,-15.84,89,99,0.98,overcast clouds
383,Plymouth,US,41.8334,-70.8328,33.84,53,1,12.66,clear sky
384,Raudeberg,NO,61.9875,5.1352,47.07,96,100,7.0,overcast clouds
385,Topolobampo,MX,25.6,-109.05,76.05,64,75,6.91,broken clouds
386,Coachella,US,33.6803,-116.1739,76.95,29,28,1.88,scattered clouds
387,Nchelenge,ZM,-9.3451,28.734,71.28,83,100,0.87,overcast clouds
388,Storslett,NO,69.7678,21.0247,28.58,84,100,15.84,snow
389,Inhambane,MZ,-23.865,35.3833,71.49,85,100,13.78,overcast clouds
390,Wundanyi,KE,-3.4019,38.364,64.36,84,69,2.98,broken clouds
391,Kars,TR,40.602,43.095,30.65,80,40,6.91,scattered clouds
392,Jinji,CN,23.2281,110.8261,55.9,57,26,3.69,scattered clouds
393,Faya,SA,18.3851,42.4509,52.32,33,74,4.79,broken clouds
394,Prieska,ZA,-29.6641,22.7474,64.2,50,98,12.86,overcast clouds
395,Xingyi,CN,24.1877,102.817,42.71,96,100,3.09,overcast clouds
396,Camana,PE,-16.6228,-72.7111,67.77,81,100,4.07,overcast clouds
397,Laguna,US,38.421,-121.4238,61.07,64,1,1.99,clear sky
398,Urumqi,CN,43.801,87.6005,14.95,86,12,2.24,mist
399,Northam,GB,51.0333,-4.2167,46.38,85,75,2.15,broken clouds
400,Debre Birhan,ET,9.6833,39.5333,43.88,85,4,3.78,clear sky
401,Valleyview,CA,55.0667,-117.2859,6.69,89,100,3.42,overcast clouds
402,Humboldt,US,40.6665,-123.9178,44.38,93,32,5.5,scattered clouds
403,Sur,OM,22.5667,59.5289,75.22,30,9,4.14,clear sky
404,Marrakesh,MA,31.6315,-8.0083,57.27,94,75,4.61,broken clouds
405,Jalor,IN,25.35,72.6167,64.69,31,8,3.11,clear sky
406,Irati,BR,-25.4672,-50.6511,68.31,65,100,1.88,light rain
407,Touba,CI,8.2833,-7.6833,73.31,60,0,2.13,clear sky
408,Hofn,IS,64.2539,-15.2082,34.11,62,10,15.95,clear sky
409,Iquique,CL,-20.2208,-70.1431,63.45,75,98,0.16,overcast clouds
410,Boende,CD,-0.2167,20.8667,72.45,94,99,1.88,overcast clouds
411,Batsfjord,NO,70.6345,29.7185,23.07,89,100,3.2,light snow
412,Kenora,CA,49.8167,-94.4337,33.78,80,100,4.0,overcast clouds
413,Aktau,KZ,43.65,51.2,45.18,77,100,10.74,overcast clouds
414,Vila Velha,BR,-20.3297,-40.2925,72.95,91,35,5.35,scattered clouds
415,Strezhevoy,RU,60.7333,77.5889,12.18,96,100,6.76,light snow
416,Pochutla,MX,15.7432,-96.4661,80.42,85,0,3.62,clear sky
417,Ongandjera,NA,-17.8833,15.0667,72.73,23,0,10.8,clear sky
418,Chapais,CA,49.7834,-74.8492,13.78,98,60,2.55,broken clouds
419,San Quintin,MX,30.4833,-115.95,64.06,77,11,9.17,few clouds
420,Balkanabat,TM,39.5108,54.3671,51.96,56,0,3.49,clear sky
421,Vagay,RU,57.9375,69.0217,19.15,93,100,8.84,light snow
422,Napoleon,US,41.3923,-84.1252,34.07,67,3,7.34,clear sky
423,Port Hedland,AU,-20.3167,118.5667,91.45,21,100,24.16,overcast clouds
424,Dongsheng,CN,39.8161,109.9776,25.25,40,8,12.24,clear sky
425,Maragogi,BR,-9.0122,-35.2225,79.11,79,7,11.92,clear sky
426,Bhinmal,IN,25.0,72.25,66.51,32,69,3.2,broken clouds
427,Tshikapa,CD,-6.4167,20.8,71.65,96,100,2.1,overcast clouds
428,Longyearbyen,SJ,78.2186,15.6401,6.64,66,0,16.11,clear sky
429,Bengkulu,ID,-3.8004,102.2655,76.66,80,100,2.17,overcast clouds
430,Lamu,KE,-2.2717,40.902,80.82,84,100,7.78,overcast clouds
431,Meulaboh,ID,4.1363,96.1285,78.01,87,99,5.55,overcast clouds
432,Ustye,RU,59.6304,39.736,21.78,95,99,6.62,overcast clouds
433,Vredendal,ZA,-31.6683,18.5012,61.63,72,100,0.72,overcast clouds
434,Grindavik,IS,63.8424,-22.4338,34.27,75,75,28.77,broken clouds
435,Muyuka,CM,4.2898,9.4103,74.39,93,83,0.47,broken clouds
436,Rafaela,AR,-31.2503,-61.4867,76.98,28,0,1.01,clear sky
437,Araouane,ML,18.9048,-3.5265,75.97,35,79,9.64,broken clouds
438,Alta Floresta,BR,-9.8756,-56.0861,72.88,96,100,2.8,overcast clouds
439,Rochegda,RU,62.8,43.25,14.95,94,98,5.1,overcast clouds
440,Muravlenko,RU,63.7898,74.523,5.81,95,100,11.36,overcast clouds
441,Cozumel,MX,20.5083,-86.9458,77.95,73,45,8.01,scattered clouds
442,Gambela,ET,8.25,34.5833,74.07,49,39,3.53,scattered clouds
443,Boromo,BF,11.75,-2.9333,77.63,20,0,6.6,clear sky
444,Big Spring,US,32.2504,-101.4787,66.65,34,1,8.99,clear sky
445,Antalaha,MG,-14.9003,50.2788,71.04,83,50,3.47,scattered clouds
446,Dumai,ID,1.6833,101.45,77.18,90,100,0.65,light rain
447,Mantua,IT,45.1667,10.7833,44.82,82,11,4.94,few clouds
448,Francisco Beltrao,BR,-26.0811,-53.055,72.55,65,100,3.83,overcast clouds
449,Eyl,SO,7.9803,49.8164,77.27,71,10,3.83,clear sky
450,Los Andes,CL,-32.8337,-70.5983,69.58,64,0,2.57,clear sky
451,Grand-Santi,GF,4.25,-54.3833,76.21,85,100,3.22,overcast clouds
452,Chiautla,MX,19.5333,-98.8833,65.95,65,85,3.56,overcast clouds
453,Jibuti,DJ,11.5,42.5,71.13,68,51,4.54,broken clouds
454,Gumdag,TM,39.2061,54.5906,50.95,59,0,3.91,clear sky
455,Sheridan,US,44.8333,-106.9173,42.98,38,1,4.61,clear sky
456,Rio Gallegos,AR,-51.6226,-69.2181,47.26,65,72,25.52,broken clouds
457,Itai,BR,-23.4178,-49.0906,73.74,47,44,11.99,scattered clouds
458,Carupano,VE,10.6678,-63.2585,77.36,88,100,7.31,overcast clouds
459,Kargopol,RU,61.5071,38.9456,23.32,95,100,5.41,overcast clouds
460,Teguldet,RU,57.3064,88.1667,24.51,81,100,10.49,overcast clouds
461,Pontes E Lacerda,BR,-15.2261,-59.3353,76.48,86,100,2.77,overcast clouds
462,Binabalian,PH,16.4202,119.9279,82.09,73,10,9.17,clear sky
463,Tucupita,VE,9.0622,-62.051,74.3,95,73,3.78,broken clouds
464,Tahoua,NE,14.8888,5.2692,78.13,18,1,9.48,clear sky
465,Dongobesh,TZ,-4.0667,35.3833,56.53,79,56,3.65,broken clouds
466,Damghan,IR,36.1683,54.348,43.61,74,0,0.4,clear sky
467,Businga,CD,3.3333,20.8833,68.86,66,6,1.81,clear sky
468,Scarborough,GB,54.2797,-0.4044,44.91,88,11,5.48,few clouds
469,Bahia Blanca,AR,-38.7196,-62.2724,76.62,23,0,15.12,clear sky
470,Atuona,PF,-9.8,-139.0333,77.97,76,25,13.6,scattered clouds
471,Pingyin,CN,36.2831,116.4453,40.05,52,0,10.09,clear sky
472,Ahmadpur,IN,18.7,76.9333,74.77,80,91,5.55,overcast clouds
473,Morgan City,US,29.6994,-91.2068,53.01,81,1,4.61,clear sky
474,Northampton,US,40.8754,-75.2499,32.43,65,0,8.93,clear sky
475,Togur,RU,58.3631,82.8265,19.85,92,100,10.83,overcast clouds
476,Pemangkat,ID,1.1667,108.9667,80.13,76,100,4.72,overcast clouds
477,Karratha,AU,-20.7377,116.8463,89.44,33,100,22.93,overcast clouds
478,Viedma,AR,-40.8135,-62.9967,74.46,25,8,8.95,light rain
479,Kolobrzeg,PL,54.1757,15.5834,46.96,84,100,19.17,light rain
480,Niono,ML,14.2526,-5.993,79.12,24,0,10.4,clear sky
481,Alamosa,US,37.4695,-105.87,46.38,34,75,10.36,broken clouds
482,Akhnur,IN,32.8667,74.7333,50.9,22,5,4.56,clear sky
483,Walvis Bay,NA,-22.9575,14.5053,57.09,95,8,5.77,clear sky
484,Radcliff,US,37.8404,-85.9491,37.02,65,1,1.01,clear sky
485,Jumla,NP,29.2747,82.1838,39.45,25,0,4.45,clear sky
486,Kuantan,MY,3.8077,103.326,78.94,87,100,3.38,moderate rain
487,Aranos,NA,-24.1333,19.1167,64.44,27,0,8.77,clear sky
488,Cheney,US,47.4874,-117.5758,34.77,94,90,14.97,mist
489,San Andres,CO,12.5847,-81.7006,81.54,69,100,13.91,overcast clouds
490,Siguiri,GN,11.6667,-9.5,73.15,27,19,0.96,few clouds
491,Road Town,VG,18.4167,-64.6167,78.01,74,1,7.87,clear sky
492,Xai-Xai,MZ,-25.0519,33.6442,71.04,74,100,14.97,overcast clouds
493,Along,IN,28.1667,94.7667,56.21,85,52,1.5,broken clouds
494,Ornskoldsvik,SE,63.2909,18.7153,37.22,87,55,17.27,broken clouds
495,Carutapera,BR,-1.195,-46.02,77.72,89,45,6.62,scattered clouds
496,Aleppo,SY,36.25,37.5,56.8,58,100,3.91,overcast clouds
497,Mehamn,NO,71.0357,27.8492,20.61,78,100,2.8,overcast clouds
498,Tanout,NE,14.9709,8.8879,77.56,18,0,9.55,clear sky
499,Zhuhai,CN,22.2769,113.5678,66.97,59,40,17.27,scattered clouds
500,Jaisalmer,IN,26.9147,70.9181,68.36,14,0,8.61,clear sky
501,Nanhai,CN,30.1282,111.7784,52.25,61,64,3.53,broken clouds
502,Englewood,US,39.6478,-104.9878,63.21,19,100,1.01,overcast clouds
503,Ranong,TH,9.9658,98.6348,78.13,85,100,9.53,overcast clouds
504,Hovd,MN,48.0056,91.6419,26.33,58,99,8.5,overcast clouds
505,Taybad,IR,34.74,60.7756,51.46,60,100,3.2,overcast clouds
506,Pingliang,CN,35.5392,106.6861,39.51,37,0,5.35,clear sky
507,Athens,GR,37.9795,23.7162,60.94,93,99,3.0,overcast clouds
508,Azul,AR,-36.777,-59.8585,64.04,24,15,6.51,few clouds
509,Sabha,LY,27.0377,14.4283,65.61,32,100,0.36,overcast clouds
510,San Juan Ixcoy,GT,15.5997,-91.4453,56.25,96,76,4.47,broken clouds
511,Boa Vista,BR,2.8197,-60.6733,84.18,70,0,1.14,clear sky
512,Abu Samrah,SY,35.3029,37.1841,56.98,54,89,6.35,overcast clouds
513,Yokadouma,CM,3.5167,15.05,70.21,78,63,0.74,broken clouds
514,Yaan,NG,7.3833,8.5667,77.77,75,64,6.4,broken clouds
515,Taber,CA,49.8167,-112.1518,33.28,60,100,11.79,overcast clouds
516,Torva,EE,58.0028,25.935,32.02,90,100,10.74,overcast clouds
517,Valparaiso,CL,-33.0393,-71.6273,60.48,82,51,7.74,broken clouds
518,Harer,ET,9.3094,42.1258,55.87,61,97,9.37,overcast clouds
519,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.52,67,6,3.29,clear sky
520,Mitu,CO,1.1983,-70.1733,72.52,94,96,0.43,overcast clouds
521,Ganzhou,CN,28.8184,115.4327,49.64,55,1,2.33,clear sky
522,Talas,TR,38.6908,35.5538,41.67,87,75,0.0,broken clouds
523,Lianzhou,CN,24.7811,112.3825,53.42,63,28,2.62,scattered clouds
524,Nahrin,AF,36.0649,69.1334,44.53,40,67,2.53,broken clouds
525,Camacupa,AO,-12.0167,17.4833,62.02,77,99,2.1,overcast clouds
526,Oistins,BB,13.0667,-59.5333,80.69,78,20,13.8,few clouds
527,Jinka,ET,5.65,36.65,65.89,59,33,2.3,scattered clouds
528,Beloha,MG,-25.1667,45.05,69.33,95,100,8.97,overcast clouds
529,Djibo,BF,14.1022,-1.6306,79.14,17,0,9.22,clear sky
530,Norden,DE,53.6,7.2,44.94,97,100,7.61,overcast clouds
531,Bani Walid,LY,31.7566,13.9942,60.49,74,7,2.71,clear sky
532,Rosarito,MX,32.3333,-117.0333,68.23,75,77,2.66,broken clouds
533,Jieshi,CN,22.8134,115.8257,59.95,50,0,9.1,clear sky
534,Makushino,RU,55.2103,67.2442,14.09,92,97,12.97,overcast clouds
535,Altay,CN,47.8667,88.1167,30.24,93,100,4.43,light snow
536,Hamilton,US,39.1834,-84.5333,35.78,66,1,0.0,clear sky
537,Saint-Pierre,RE,-21.3393,55.4781,73.08,67,0,6.91,clear sky
538,Peniche,PT,39.3558,-9.3811,55.62,67,100,14.67,overcast clouds
539,Itirapina,BR,-22.2528,-47.8228,72.9,29,90,1.95,overcast clouds
540,Gomel,BY,52.4345,30.9754,25.43,90,97,5.35,overcast clouds
541,Nola,IT,40.922,14.5329,59.7,69,100,7.0,overcast clouds
542,Bereda,ES,43.2686,-7.5406,47.95,100,100,4.99,overcast clouds
543,Azuaga,ES,38.2667,-5.6833,36.97,90,41,4.88,scattered clouds
544,Atar,MR,20.5169,-13.0499,79.57,35,45,8.41,scattered clouds
545,Svetlyy,RU,54.675,20.1347,39.25,90,65,13.31,broken clouds
546,Umba,RU,66.6871,34.3429,23.58,94,100,5.03,light snow
547,Pitea,SE,65.3172,21.4794,33.1,87,82,15.03,broken clouds
548,Necochea,AR,-38.5473,-58.7368,69.04,29,0,12.84,clear sky
549,Blankenberge,BE,51.3131,3.1323,45.95,82,15,4.54,few clouds
550,Bambanglipuro,ID,-7.95,110.2833,80.31,81,99,5.08,overcast clouds
551,Craig,US,40.5153,-107.5464,46.99,35,100,15.37,overcast clouds
552,Nampula,MZ,-15.1165,39.2666,72.0,80,84,4.03,broken clouds
553,Doka,SD,13.5167,35.7667,75.87,49,5,11.65,clear sky
554,Nioki,CD,-2.7167,17.6833,70.29,99,96,2.17,light rain
555,Nador,MA,35.174,-2.9287,50.25,93,0,0.0,clear sky
556,Ljubuski,BA,43.1969,17.545,41.43,78,89,6.02,overcast clouds
557,Rocha,UY,-34.4833,-54.3333,47.95,86,0,4.9,clear sky
558,Aykhal,RU,66.0,111.5,-12.91,92,100,8.43,overcast clouds
559,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,94,100,21.27,overcast clouds
560,Okakarara,NA,-20.5833,17.4333,65.08,16,0,6.02,clear sky
561,Kapasan,ID,-6.7773,111.3789,80.98,77,100,8.79,overcast clouds
562,Joshimath,IN,30.5667,79.5667,48.34,23,0,6.78,clear sky
563,Kochevo,RU,59.5994,54.3125,19.45,91,100,7.87,overcast clouds
564,Limenaria,GR,40.6261,24.5786,51.94,72,100,20.65,overcast clouds
565,Jackson,US,42.4165,-122.8345,47.05,70,27,3.38,scattered clouds
566,Itacare,BR,-14.2775,-38.9967,75.76,90,83,4.85,broken clouds
567,Saqqez,IR,36.2499,46.2735,37.92,85,6,4.76,clear sky
568,Dwarka,IN,22.2394,68.9678,76.17,60,66,8.32,broken clouds
569,Lebyazhye,RU,55.2689,66.4947,15.19,89,100,14.32,overcast clouds
570,Perbaungan,ID,3.5679,98.956,77.11,87,99,1.25,overcast clouds
571,Olsztyn,PL,53.7799,20.4942,37.36,94,29,7.81,scattered clouds
572,Sidhi,IN,24.4167,81.8833,56.82,35,5,2.19,clear sky
573,Qandala,SO,11.472,49.8728,79.0,58,100,2.3,overcast clouds
574,Uruacu,BR,-14.5247,-49.1408,72.23,92,100,2.89,overcast clouds
575,Barcelos,PT,41.5388,-8.6151,49.28,83,60,4.81,broken clouds
576,Cacapava Do Sul,BR,-30.5122,-53.4914,57.4,71,0,8.63,clear sky
577,Thinadhoo,MV,0.5333,72.9333,81.93,77,96,17.16,overcast clouds
578,Darlawn,IN,24.0167,92.9,57.15,80,0,2.77,clear sky
579,Chukhloma,RU,58.7525,42.6825,20.01,94,93,7.72,overcast clouds
580,Gorodovikovsk,RU,46.0878,41.9335,36.48,98,100,8.03,light rain
581,Novyy Urengoy,RU,66.0833,76.6333,8.42,95,100,9.86,overcast clouds
582,Lethem,GY,3.3803,-59.7968,79.23,75,68,4.74,broken clouds
583,Taos,US,36.4072,-105.5731,47.8,38,75,5.75,broken clouds
584,Fez,MA,34.0372,-4.9998,52.05,93,40,10.36,scattered clouds
585,Benguela,AO,-12.5763,13.4055,76.24,85,99,3.89,overcast clouds
586,Sibu,MY,2.3,111.8167,78.76,89,100,2.59,overcast clouds
587,Olinda,BR,-8.0089,-34.8553,82.13,69,20,6.91,few clouds
588,Nombre De Dios,MX,23.85,-104.2333,68.81,34,98,4.07,overcast clouds
589,Inirida,CO,3.8653,-67.9239,74.41,96,74,1.23,light rain
590,Ibra,OM,22.6906,58.5334,67.06,22,70,4.29,broken clouds
591,Vallenar,CL,-28.5708,-70.7581,63.72,56,99,3.98,overcast clouds
592,Zlotow,PL,53.3635,17.0408,42.24,80,100,10.89,overcast clouds
593,Sungaipenuh,ID,-2.0833,101.3833,71.82,58,100,2.01,overcast clouds
594,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.75,90,18,2.59,few clouds
595,Tezu,IN,27.9167,96.1667,62.85,75,72,2.17,broken clouds
596,Barsovo,RU,61.1667,73.1667,10.51,92,100,12.91,overcast clouds
597,Mahibadhoo,MV,3.7833,72.9667,81.63,70,97,16.78,overcast clouds
598,Bontang,ID,0.1333,117.5,80.82,83,100,4.88,overcast clouds
599,Upata,VE,8.0086,-62.3989,79.2,83,71,4.16,broken clouds
600,Huarmey,PE,-10.0681,-78.1522,66.96,82,100,8.03,overcast clouds
601,Myskhako,RU,44.6714,37.7433,38.98,81,100,12.75,overcast clouds
602,Shalya,RU,57.2471,58.7298,12.15,93,100,9.6,overcast clouds
603,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.06,93,96,2.51,overcast clouds
604,Kuressaare,EE,58.2481,22.5039,42.94,88,20,8.99,few clouds
605,Calama,CL,-22.4667,-68.9333,56.32,17,78,4.47,broken clouds
606,Kavaratti,IN,10.5669,72.642,80.96,80,99,12.55,overcast clouds
607,Namibe,AO,-15.1961,12.1522,69.08,73,1,7.52,clear sky
608,Esmeralda,CU,21.8525,-78.1169,74.44,76,8,9.17,clear sky
609,Carndonagh,IE,55.25,-7.2667,47.59,79,100,11.59,overcast clouds
610,Baruun-Urt,MN,46.6806,113.2792,4.91,90,14,0.98,few clouds
611,Maridi,SS,4.9158,29.4742,67.98,48,99,2.26,overcast clouds
612,Tonantins,BR,-2.8731,-67.8022,75.06,97,100,2.06,overcast clouds
613,Emba,KZ,48.8264,58.1442,37.58,96,100,5.57,overcast clouds
614,Douglas,US,41.3,-96.167,61.9,42,1,8.01,clear sky
615,Plettenberg Bay,ZA,-34.0527,23.3716,57.74,80,85,3.65,overcast clouds
616,Maracaibo,VE,10.6317,-71.6406,77.36,89,100,6.13,overcast clouds
617,Mandalgovi,MN,45.7625,106.2708,23.04,32,97,10.29,overcast clouds
618,Marzuq,YE,14.4,46.4667,64.69,25,20,2.19,few clouds
619,Twentynine Palms,US,34.1356,-116.0542,69.94,17,19,4.0,few clouds
620,Mbuji-Mayi,CD,-6.15,23.6,69.01,97,100,0.36,light rain
621,Farafangana,MG,-22.8167,47.8333,72.72,88,81,9.4,broken clouds
622,Lodhran,PK,29.5405,71.6336,63.63,18,2,2.13,clear sky
623,Dimovo,BG,43.7417,22.7269,46.62,68,100,5.61,overcast clouds
624,Itapora,BR,-22.0799,-54.7874,78.69,50,99,6.42,overcast clouds
625,Piran,SI,45.5278,13.5706,46.11,62,2,6.91,clear sky
626,Oranjemund,NA,-28.55,16.4333,60.01,91,94,13.15,overcast clouds
627,Wanning,CN,18.8003,110.3967,69.71,74,58,15.21,broken clouds
628,Tamluk,IN,22.3,87.9167,71.58,46,0,7.92,clear sky
629,Japura,ID,-0.3167,102.35,77.72,91,98,1.25,overcast clouds
630,Dieppe,FR,49.75,1.1667,41.2,94,0,5.19,clear sky
631,Taunggyi,MM,20.7833,97.0333,58.86,81,5,1.28,clear sky
632,Ampanihy,MG,-24.7,44.75,70.29,92,67,10.02,broken clouds
633,Phuthaditjhaba,ZA,-28.5242,28.8158,48.54,89,99,0.94,overcast clouds
634,Pekan Nenas,MY,1.51,103.5141,78.78,77,100,1.66,overcast clouds
635,Weyburn,CA,49.6668,-103.8511,33.19,85,100,11.92,overcast clouds
636,Safranbolu,TR,41.2508,32.6942,49.21,95,100,3.33,overcast clouds
637,Chubbuck,US,42.9208,-112.4661,35.69,73,75,18.01,broken clouds
638,Andenes,NO,69.3143,16.1194,30.18,59,75,19.57,light snow
639,Arlit,NE,18.7369,7.3853,74.95,17,98,4.85,overcast clouds
640,Golkoy,TR,40.6875,37.6178,49.41,84,100,1.01,overcast clouds
641,Goderich,CA,43.7501,-81.7165,30.9,56,11,11.9,few clouds
642,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.97,83,100,1.36,overcast clouds
643,Canandaigua,US,42.8742,-77.288,33.33,82,56,4.29,broken clouds
644,Zhigansk,RU,66.7697,123.3711,-37.3,100,48,2.84,scattered clouds
645,Ust-Tsilma,RU,65.441,52.1498,6.51,93,25,5.19,scattered clouds
646,Posse,BR,-14.0931,-46.3694,68.29,94,100,3.27,moderate rain
647,Junin,AR,-34.5838,-60.9433,67.41,22,0,8.95,clear sky
648,Teknaf,BD,20.8624,92.3058,71.6,65,5,3.36,clear sky
649,Dingle,PH,10.9995,122.6711,80.96,85,100,11.25,overcast clouds
650,Pallipattu,IN,13.3386,79.4449,72.9,95,97,2.15,overcast clouds
651,Maua,BR,-23.6678,-46.4614,74.35,66,19,6.38,few clouds
652,Rudnogorsk,RU,57.2639,103.7519,4.62,98,91,1.77,overcast clouds
653,Romitan,UZ,39.9343,64.3814,49.95,57,0,6.91,clear sky
654,Beidao,CN,34.5686,105.8933,40.41,46,0,0.49,clear sky
655,Bethanien,NA,-26.502,17.1583,64.81,51,91,4.68,overcast clouds
656,Tocopilla,CL,-22.092,-70.1979,64.56,64,6,4.03,clear sky
657,Bonaventure,CA,48.0457,-65.4926,29.34,71,100,13.4,overcast clouds
658,Jiangyou,CN,31.7667,104.7167,48.42,74,100,2.24,overcast clouds
659,Sidi Ali,DZ,36.0998,0.4206,53.82,86,100,4.76,overcast clouds
660,Iskateley,RU,67.6803,53.1512,17.15,95,100,8.84,overcast clouds
661,Kabarnet,KE,0.4919,35.743,56.66,65,0,3.8,clear sky
662,Morris,US,40.8334,-74.5329,34.21,54,1,5.01,clear sky
663,Podor,MR,16.6527,-14.9587,85.86,20,100,8.48,overcast clouds
664,Carmelo,UY,-33.9892,-58.2856,73.35,34,0,7.81,clear sky
665,Arsk,RU,56.0915,49.8778,8.38,95,26,7.9,scattered clouds
666,Udachnyy,RU,66.4167,112.4,-15.43,91,100,8.12,overcast clouds
667,Tripoli,LY,32.8752,13.1875,67.14,66,96,6.67,overcast clouds
668,Ndioum,SN,16.5129,-14.6471,86.58,19,100,8.46,overcast clouds
669,Shelabolikha,RU,53.4131,82.6167,27.86,87,94,12.77,overcast clouds
670,Barbastro,ES,42.0356,0.1269,45.73,83,100,2.86,overcast clouds
671,Moron,AR,-34.6534,-58.6198,69.93,70,0,5.55,clear sky
672,Amapa,BR,1.0,-52.0,74.46,77,100,3.22,overcast clouds
673,Bonavista,CA,48.6499,-53.1147,44.11,85,100,27.58,overcast clouds
674,Kropotkin,RU,45.4375,40.5756,37.94,96,100,6.8,overcast clouds
675,West Bay,KY,19.3667,-81.4167,80.67,68,40,3.0,scattered clouds
676,Ust-Ishim,RU,57.6935,71.1665,18.95,92,100,10.18,overcast clouds
677,Alghero,IT,40.5589,8.3181,53.69,87,0,6.91,clear sky
678,Clarence Town,AU,-32.5833,151.7833,85.33,55,100,2.35,overcast clouds
679,Gus-Zheleznyy,RU,55.0581,41.1656,17.53,93,100,5.17,overcast clouds
680,Kodinsk,RU,58.6881,99.1844,23.67,95,100,8.14,overcast clouds
681,Westport,US,41.1415,-73.3579,37.15,50,1,1.99,clear sky
682,Changping,CN,40.2186,116.2197,29.84,33,0,5.73,clear sky
683,Khandbari,NP,27.3747,87.2039,54.57,73,31,2.13,scattered clouds
684,Illapel,CL,-31.6308,-71.1653,62.6,75,0,3.27,clear sky
685,Sibolga,ID,1.7427,98.7792,79.07,78,100,1.25,overcast clouds
686,Nongpoh,IN,25.9,91.8833,62.17,67,0,3.53,clear sky
687,Nadym,RU,65.5333,72.5167,7.84,95,100,10.07,overcast clouds
688,Oswego,US,43.4501,-76.1497,28.65,84,92,6.42,overcast clouds
689,Pindushi,RU,62.9152,34.58,27.14,91,100,8.97,overcast clouds
690,Komsomolets,KZ,53.7453,62.0708,13.21,87,100,9.51,overcast clouds
691,Contai,IN,21.7786,87.7536,69.71,54,0,8.88,clear sky
692,Weinan,CN,34.5036,109.5089,46.94,38,0,4.79,clear sky
693,Marechal Candido Rondon,BR,-24.5561,-54.0567,70.25,44,100,1.16,overcast clouds
694,Gujranwala,PK,32.1617,74.1883,51.85,38,0,4.32,clear sky
695,Dutlwe,BW,-23.9833,23.9,67.96,33,0,8.08,clear sky
